"id","status","donor_id","receiver_id","collected_at","created_at","updated_at","has_invoice_photo"
"298c9695-f6b7-4550-bcda-d617d90fe099","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-16T18:00:00Z","2025-08-16T22:44:36.944063Z","2025-08-16T23:02:06.244857Z","true"
"1f457b0d-8ad2-426e-8f67-c56961f0edab","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-16T19:30:00Z","2025-07-16T23:10:40.717012Z","2025-07-16T23:21:57.478937Z","true"
"dee61ea0-90b2-4adc-b668-a32874cdbda2","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-17T19:50:00Z","2025-07-17T21:13:16.8984Z","2025-07-17T21:31:26.069612Z","true"
"82fdce8a-ec07-4a81-b19e-95350f2be4c0","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-18T20:30:00Z","2025-07-18T22:42:25.479404Z","2025-07-18T22:50:23.669989Z","true"
"0a9aa94d-9cd1-4db4-980e-c0bbe3c548ae","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-18T20:30:00Z","2025-07-18T22:53:13.36285Z","2025-07-18T23:01:21.098803Z","true"
"d8e166e9-2535-4c20-9756-55a7bec4322e","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-19T18:30:00Z","2025-07-19T20:15:15.410449Z","2025-07-19T20:21:38.350223Z","true"
"d71cb7f4-a9a3-42dd-9350-072bc2e2fd26","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-21T18:30:00Z","2025-07-21T22:03:54.790326Z","2025-07-21T22:12:57.221757Z","true"
"1cfa97a7-0765-4d08-bf5a-fe5c4a959a9f","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-22T18:30:00Z","2025-07-22T20:46:40.789905Z","2025-07-22T21:00:41.016932Z","true"
"ac510632-19bd-4184-b24f-d0c88707f969","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-23T18:30:00Z","2025-07-23T20:42:46.896201Z","2025-07-23T21:09:56.934312Z","true"
"f061d68c-30fd-457c-90cc-c32f1b82cb82","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-08-18T20:30:00Z","2025-08-18T23:10:30.4048Z","2025-08-18T23:45:47.259963Z","true"
"6ffd8a39-843b-43d2-aa54-ae8920171896","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-24T18:30:00Z","2025-07-24T20:29:25.05874Z","2025-07-24T20:45:11.216389Z","true"
